                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1695,                 1.1841,                  1.179,                0.75687,                0.60759,                0.69915,                0.45514,                 1.1647,                 1.0203,                  1.151,               0.070007,              0.0033325,              0.0033325
                      1,                 1.2621,                 1.1516,                 1.2384,                 0.7426,                0.58492,                0.67876,                0.43293,                 1.2215,                  1.072,                  1.204,               0.039941,              0.0065998,              0.0065998
